"Date","BRANTNER DITCH_0200809","RIVERSIDE CANAL_0100503","BIG THOMPSON DITCH & MANUFACTURING CO._0400503","S. BOULDER CANON DITCH_0600593","HARMONY DITCH 1_6400511"
2009-05-05,46.74,184.00,0.00,0.00,0.00
2009-05-06,45.50,208.00,0.00,0.00,0.00
2009-05-07,43.94,222.00,0.00,0.00,0.00
2009-05-08,51.46,210.00,0.00,0.00,0.00
2009-05-09,51.56,149.00,0.00,0.00,0.00
2009-05-10,52.19,0.00,0.00,0.00,0.00
2009-05-11,51.80,0.00,0.00,0.00,0.00
2009-05-12,52.61,0.00,0.00,0.00,0.00
2009-05-13,52.63,0.00,0.00,0.00,0.00
2009-05-14,52.45,0.00,0.00,0.00,0.00
2009-05-15,52.47,0.00,0.00,0.00,0.00
2009-05-16,52.64,96.00,0.00,0.00,0.00
2009-05-17,51.34,96.00,0.00,0.00,0.00
2009-05-18,51.52,96.00,0.00,3.30,0.00
2009-05-19,70.99,96.00,0.00,0.35,0.00
2009-05-20,85.59,96.00,0.00,7.00,0.00
2009-05-21,87.89,96.00,13.00,7.10,0.00
2009-05-22,89.67,96.00,20.00,13.40,0.00
2009-05-23,86.25,110.00,20.00,22.30,0.00
2009-05-24,87.31,368.00,20.00,20.20,0.00
2009-05-25,76.29,501.00,20.00,18.00,0.00
2009-05-26,48.23,570.00,20.00,21.40,0.00
2009-05-27,52.10,575.00,12.00,22.20,0.00
2009-05-28,76.18,475.00,9.50,23.20,0.00
2009-05-29,79.55,470.00,10.00,24.00,0.00
2009-05-30,79.32,549.00,11.00,22.70,0.00
2009-05-31,77.40,574.00,11.00,22.10,0.00
2009-06-01,64.38,540.00,11.00,21.70,235.16
2009-06-02,29.68,550.00,11.00,15.00,218.31
2009-06-03,14.84,486.00,11.00,15.20,176.64
2009-06-04,14.69,392.00,11.00,15.70,152.84
2009-06-05,14.69,334.00,11.00,15.60,2.02
2009-06-06,14.69,335.00,10.00,16.20,13.74
2009-06-07,14.69,320.00,10.00,15.70,1.53
2009-06-08,14.69,304.00,10.00,16.00,18.49
2009-06-09,27.44,312.00,10.00,16.60,27.76
2009-06-10,45.16,391.00,10.00,9.60,6.71
2009-06-11,45.12,387.00,10.00,9.30,1.53
2009-06-12,46.10,393.33,10.00,9.80,1.53
2009-06-13,45.75,400.00,6.50,10.10,1.53
2009-06-14,39.14,352.00,4.70,9.30,1.53
2009-06-15,15.65,237.00,4.50,9.00,1.53
2009-06-16,15.57,229.00,4.50,9.30,0.84
2009-06-17,32.76,237.00,4.70,7.90,0.84
2009-06-18,45.81,220.00,4.70,12.10,0.84
2009-06-19,45.78,207.00,11.00,12.10,0.84
2009-06-20,45.62,198.00,15.00,11.70,0.84
2009-06-21,45.48,204.00,15.00,11.50,0.84
2009-06-22,45.57,235.00,15.00,11.90,0.84
2009-06-23,45.35,261.00,16.00,12.10,0.84
2009-06-24,45.37,252.00,16.00,15.50,0.84
2009-06-25,45.97,242.00,16.00,15.50,0.84
2009-06-26,46.65,216.00,15.00,15.50,0.84
2009-06-27,46.54,271.00,15.00,17.80,0.84
2009-06-28,46.54,258.00,12.00,16.70,0.84
2009-06-29,46.62,199.00,10.00,14.40,0.84
2009-06-30,75.81,152.00,10.00,11.80,0.84
2009-07-01,92.37,344.00,10.00,22.20,43.80
2009-07-02,92.76,400.00,16.00,23.20,42.39
2009-07-03,92.43,442.00,19.00,23.20,40.48
2009-07-04,94.90,470.00,18.00,23.10,38.50
2009-07-05,93.80,569.00,18.00,23.40,41.16
2009-07-06,93.71,575.00,18.00,22.50,74.28
2009-07-07,94.08,481.00,19.00,14.80,158.98
2009-07-08,92.02,141.00,19.00,15.10,172.60
2009-07-09,90.53,169.00,19.00,14.70,168.95
2009-07-10,90.07,251.00,19.00,13.60,115.00
2009-07-11,85.74,234.00,19.00,11.50,107.04
2009-07-12,84.46,243.00,18.00,7.70,66.34
2009-07-13,91.63,186.00,18.00,8.30,47.30
2009-07-14,92.31,0.00,19.00,8.90,124.08
2009-07-15,91.41,0.00,19.00,0.00,151.02
2009-07-16,91.58,0.00,19.00,0.00,143.10
2009-07-17,67.95,0.00,19.00,0.00,138.10
2009-07-18,50.55,0.00,19.00,0.00,136.83
2009-07-19,50.48,0.00,19.00,0.00,118.00
2009-07-20,49.40,0.00,19.00,0.00,113.01
2009-07-21,49.49,0.00,18.00,0.00,91.40
2009-07-22,68.07,0.00,18.00,0.00,58.80
2009-07-23,77.29,0.00,18.00,0.00,54.10
2009-07-24,76.46,0.00,18.00,0.00,48.40
2009-07-25,75.92,0.00,18.00,0.00,72.95
2009-07-26,80.85,0.00,18.00,0.00,132.26
2009-07-27,80.10,0.00,10.20,0.00,125.01
2009-07-28,78.97,0.00,10.20,0.00,106.00
2009-07-29,76.80,0.00,10.20,0.00,112.00
2009-07-30,74.89,0.00,10.20,0.00,148.49
2009-07-31,66.16,0.00,10.20,0.00,168.25
2009-08-01,64.71,0.00,10.20,0.00,0.00
2009-08-02,64.27,0.00,10.20,0.00,0.00
2009-08-03,64.80,0.00,10.20,0.00,0.00
2009-08-04,64.22,0.00,10.20,0.00,0.00
2009-08-05,63.97,0.00,10.20,0.00,0.00
2009-08-06,64.42,0.00,10.20,0.00,0.00
2009-08-07,61.68,0.00,10.40,0.00,0.00
2009-08-08,60.80,0.00,10.40,0.00,0.00
2009-08-09,60.76,0.00,10.40,0.00,4.41
2009-08-10,64.50,0.00,10.60,0.00,4.41
2009-08-11,63.61,0.00,10.80,0.00,4.41
2009-08-12,52.73,0.00,14.10,0.00,0.82
2009-08-13,41.01,0.00,18.30,0.00,0.82
2009-08-14,37.24,0.00,20.80,0.00,0.82
2009-08-15,37.37,0.00,22.50,0.00,0.82
2009-08-16,37.29,0.00,22.50,0.00,0.82
2009-08-17,37.16,0.00,22.50,0.00,0.82
2009-08-18,44.42,0.00,19.30,0.00,0.28
2009-08-19,70.57,0.00,16.20,0.00,0.28
2009-08-20,49.71,0.00,12.00,0.00,0.28
2009-08-21,44.46,0.00,10.20,0.00,0.28
2009-08-22,35.66,0.00,10.20,0.00,0.28
2009-08-23,35.35,0.00,10.20,0.00,0.00
2009-08-24,35.10,0.00,10.20,0.00,0.00
2009-08-25,35.04,0.00,10.40,0.00,0.00
2009-08-26,35.13,0.00,10.40,0.00,57.00
2009-08-27,51.04,0.00,10.40,0.00,61.00
2009-08-28,58.46,0.00,10.40,0.00,55.00
2009-08-29,49.08,0.00,11.90,0.00,48.00
2009-08-30,49.08,0.00,12.40,0.00,47.00
2009-08-31,41.97,0.00,13.90,0.00,50.00
2009-09-01,37.47,0.00,11.70,0.00,0.00
2009-09-02,37.33,0.00,11.70,0.00,0.00
2009-09-03,37.28,0.00,16.00,0.00,0.00
2009-09-04,37.35,0.00,15.00,0.00,0.00
2009-09-05,37.44,0.00,15.00,0.00,0.00
2009-09-06,37.65,57.40,15.00,0.00,0.00
2009-09-07,37.56,88.00,15.00,0.00,0.00
2009-09-08,37.53,119.00,15.00,0.00,0.00
2009-09-09,37.60,116.00,11.60,0.00,0.00
2009-09-10,37.60,98.00,10.20,0.00,0.00
2009-09-11,37.46,115.00,10.20,0.00,0.00
2009-09-12,37.41,143.00,10.20,0.00,0.00
2009-09-13,46.79,158.00,10.20,0.00,0.00
2009-09-14,51.47,177.00,10.20,0.00,0.00
2009-09-15,51.33,174.00,10.20,0.00,0.00
2009-09-16,51.31,163.00,7.60,0.00,0.00
2009-09-17,51.43,190.00,6.30,0.00,0.00
2009-09-18,51.35,191.00,6.20,0.00,0.00
2009-09-19,51.22,192.00,6.20,0.00,0.00
2009-09-20,51.09,202.00,6.20,0.00,0.00
2009-09-21,51.35,203.00,6.20,0.00,0.00
2009-09-22,51.34,246.00,6.20,0.00,0.00
2009-09-23,48.09,345.00,5.80,0.00,0.00
2009-09-24,43.62,416.00,5.90,0.00,0.00
2009-09-25,43.34,448.00,6.10,0.00,0.00
2009-09-26,42.66,436.00,6.10,0.00,0.00
2009-09-27,42.34,417.00,5.70,0.00,0.00
2009-09-28,39.13,402.00,5.70,0.00,0.00
2009-09-29,33.99,368.00,7.00,0.00,0.00
2009-09-30,33.80,351.00,7.00,0.00,0.00
2009-10-01,33.66,349.00,7.00,0.00,20.60
2009-10-02,33.67,350.00,7.00,0.00,27.90
2009-10-03,33.74,344.00,7.00,0.00,32.90
2009-10-04,33.67,350.00,6.20,0.00,29.90
2009-10-05,33.80,355.00,6.20,0.00,22.80
2009-10-06,33.88,358.00,6.20,0.00,12.80
2009-10-07,33.52,363.00,6.20,0.00,20.00
2009-10-08,33.49,370.00,6.20,0.00,14.60
2009-10-09,33.28,376.00,6.20,0.00,1.62
2009-10-10,33.17,379.00,6.20,0.00,1.62
2009-10-11,33.11,378.00,6.20,0.00,1.71
2009-10-12,33.06,388.00,6.20,0.00,1.75
2009-10-13,33.09,388.00,6.20,0.00,2.46
2009-10-14,32.96,384.00,5.40,0.00,2.94
2009-10-15,33.17,380.00,4.20,0.00,3.16
2009-10-16,33.27,371.00,1.20,0.00,3.28
2009-10-17,33.25,371.00,0.00,0.00,3.28
2009-10-18,33.27,381.00,0.00,0.00,3.45
2009-10-19,33.27,365.00,0.00,0.00,20.10
2009-10-20,33.27,341.00,0.00,0.00,35.60
2009-10-21,33.43,365.00,0.00,0.00,43.80
2009-10-22,33.82,341.00,0.00,0.00,44.10
2009-10-23,33.27,319.00,0.00,0.00,81.40
2009-10-24,33.20,279.00,0.00,0.00,209.00
2009-10-25,32.55,284.00,0.00,0.00,228.00
2009-10-26,32.67,294.00,0.00,0.00,246.00
2009-10-27,32.83,290.00,0.00,0.00,202.00
2009-10-28,31.94,298.00,0.00,0.00,2.23
2009-10-29,30.89,338.00,0.00,0.00,2.23
2009-10-30,23.40,354.00,0.00,0.00,1.71
2009-10-31,16.35,350.00,0.00,0.00,1.64
2009-11-01,0.00,318.00,0.00,0.00,9.86
2009-11-02,0.00,274.00,0.00,0.00,135.00
2009-11-03,0.00,267.00,0.00,0.00,229.00
2009-11-04,0.00,248.00,0.00,0.00,258.00
2009-11-05,0.00,236.00,0.00,0.00,242.00
2009-11-06,0.00,216.00,0.00,0.00,235.00
2009-11-07,0.00,201.00,0.00,0.00,222.00
2009-11-08,0.00,190.00,0.00,0.00,176.00
2009-11-09,0.00,181.00,0.00,0.00,211.00
2009-11-10,0.00,178.00,0.00,0.00,211.00
2009-11-11,0.00,169.00,0.00,0.00,141.00
2009-11-12,0.00,160.00,0.00,0.00,2.23
2009-11-13,0.00,150.00,0.00,0.00,2.23
2009-11-14,0.00,138.00,0.00,0.00,2.23
2009-11-15,0.00,169.00,0.00,0.00,2.23
2009-11-16,0.00,186.00,0.00,0.00,2.23
2009-11-17,0.00,205.00,0.00,0.00,2.23
2009-11-18,0.00,182.00,0.00,0.00,2.23
2009-11-19,0.00,180.00,0.00,0.00,2.23
2009-11-20,0.00,181.00,0.00,0.00,2.23
2009-11-21,0.00,168.00,0.00,0.00,2.23
2009-11-22,0.00,136.00,0.00,0.00,2.23
2009-11-23,0.00,117.00,0.00,0.00,0.00
2009-11-24,0.00,137.00,0.00,0.00,0.00
2009-11-25,0.00,123.00,0.00,0.00,0.00
2009-11-26,0.00,117.00,0.00,0.00,0.00
2009-11-27,0.00,111.00,0.00,0.00,0.00
2009-11-28,0.00,112.00,0.00,0.00,0.00
2009-11-29,0.00,111.00,0.00,0.00,0.00
2009-11-30,0.00,110.00,0.00,0.00,0.00
2009-12-01,0.00,115.00,0.00,0.00,0.00
2009-12-02,0.00,121.00,0.00,0.00,0.00
2009-12-03,0.00,129.00,0.00,0.00,0.00
2009-12-04,0.00,99.00,0.00,0.00,0.00
2009-12-05,0.00,0.00,0.00,0.00,0.00
2009-12-06,0.00,0.00,0.00,0.00,2.48
2009-12-07,0.00,0.00,0.00,0.00,6.29
2009-12-08,0.00,0.00,0.00,0.00,4.30
2009-12-09,0.00,0.00,0.00,0.00,1.62
2009-12-10,0.00,0.00,0.00,0.00,1.62
2009-12-11,0.00,0.00,0.00,0.00,1.40
2009-12-12,0.00,0.00,0.00,0.00,0.45
2009-12-13,0.00,0.00,0.00,0.00,0.00
2009-12-14,0.00,0.00,0.00,0.00,2.12
2009-12-15,0.00,0.00,0.00,0.00,6.14
2009-12-16,0.00,0.00,0.00,0.00,15.10
2009-12-17,0.00,0.00,0.00,0.00,42.80
2009-12-18,0.00,0.00,0.00,0.00,83.00
2009-12-19,0.00,0.00,0.00,0.00,94.40
2009-12-20,0.00,0.00,0.00,0.00,78.10
2009-12-21,0.00,0.00,0.00,0.00,8.83
2009-12-22,0.00,0.00,0.00,0.00,5.03
2009-12-23,0.00,0.00,0.00,0.00,7.17
2009-12-24,0.00,0.00,0.00,0.00,6.58
2009-12-25,0.00,0.00,0.00,0.00,6.33
2009-12-26,0.00,0.00,0.00,0.00,6.28
2009-12-27,0.00,0.00,0.00,0.00,6.28
2009-12-28,0.00,0.00,0.00,0.00,6.73
2009-12-29,0.00,0.00,0.00,0.00,4.29
2009-12-30,0.00,0.00,0.00,0.00,2.23
2009-12-31,0.00,0.00,0.00,0.00,2.18
2010-01-01,0.00,0.00,0.00,0.00,0.00
2010-01-02,0.00,0.00,0.00,0.00,0.00
2010-01-03,0.00,0.00,0.00,0.00,0.00
2010-01-04,0.00,0.00,0.00,0.00,0.00
2010-01-05,0.00,0.00,0.00,0.00,0.00
2010-01-06,0.00,0.00,0.00,0.00,0.00
2010-01-07,0.00,0.00,0.00,0.00,0.00
2010-01-08,0.00,0.00,0.00,0.00,0.00
2010-01-09,0.00,0.00,0.00,0.00,0.00
2010-01-10,0.00,0.00,0.00,0.00,0.00
2010-01-11,0.00,0.00,0.00,0.00,0.00
2010-01-12,0.00,0.00,0.00,0.00,0.00
2010-01-13,0.00,0.00,0.00,0.00,0.00
2010-01-14,0.00,0.00,0.00,0.00,0.00
2010-01-15,0.00,0.00,0.00,0.00,0.00
2010-01-16,0.00,0.00,0.00,0.00,0.00
2010-01-17,0.00,147.00,0.00,0.00,0.00
2010-01-18,0.00,135.00,0.00,0.00,0.00
2010-01-19,0.00,141.00,0.00,0.00,0.00
2010-01-20,0.00,131.00,0.00,0.00,0.00
2010-01-21,0.00,134.00,0.00,0.00,0.00
2010-01-22,0.00,120.00,0.00,0.00,0.00
2010-01-23,0.00,119.00,0.00,0.00,0.00
2010-01-24,0.00,108.00,0.00,0.00,0.00
2010-01-25,0.00,112.00,0.00,0.00,0.00
2010-01-26,0.00,104.00,0.00,0.00,0.00
2010-01-27,0.00,100.00,0.00,0.00,0.00
2010-01-28,0.00,120.00,0.00,0.00,0.00
2010-01-29,0.00,141.00,0.00,0.00,0.00
2010-01-30,0.00,154.00,0.00,0.00,0.00
2010-01-31,0.00,147.00,0.00,0.00,0.00
2010-02-01,0.00,150.00,0.00,0.00,0.44
2010-02-02,0.00,162.00,0.00,0.00,0.44
2010-02-03,0.00,166.00,0.00,0.00,0.44
2010-02-04,0.00,134.00,0.00,0.00,0.44
2010-02-05,0.00,118.00,0.00,0.00,0.29
2010-02-06,0.00,122.00,0.00,0.00,0.14
2010-02-07,0.00,139.00,0.00,0.00,0.00
2010-02-08,0.00,138.00,0.00,0.00,0.00
2010-02-09,0.00,147.00,0.00,0.00,0.00
2010-02-10,0.00,165.00,0.00,0.00,0.00
2010-02-11,0.00,177.00,0.00,0.00,0.00
2010-02-12,0.00,212.00,0.00,0.00,0.00
2010-02-13,0.00,253.00,0.00,0.00,0.00
2010-02-14,0.00,273.00,0.00,0.00,0.00
2010-02-15,0.00,272.00,0.00,0.00,0.00
2010-02-16,0.00,287.00,0.00,0.00,0.00
2010-02-17,0.00,303.00,0.00,0.00,0.00
2010-02-18,0.00,321.00,0.00,0.00,0.00
2010-02-19,0.00,331.00,0.00,0.00,0.00
2010-02-20,0.00,333.00,0.00,0.00,0.00
2010-02-21,0.00,339.00,0.00,0.00,0.00
2010-02-22,0.00,351.00,0.00,0.00,0.00
2010-02-23,0.00,360.00,0.00,0.00,0.00
2010-02-24,0.00,363.00,0.00,0.00,0.00
2010-02-25,0.00,380.00,0.00,0.00,0.00
2010-02-26,0.00,438.00,0.00,0.00,0.00
2010-02-27,0.00,493.00,0.00,0.00,0.00
2010-02-28,0.00,512.00,0.00,0.00,0.00
2010-03-01,0.00,516.00,0.00,0.00,0.00
2010-03-02,0.00,520.00,0.00,0.00,0.00
2010-03-03,0.00,515.00,0.00,0.00,13.80
2010-03-04,0.00,426.00,0.00,0.00,10.70
2010-03-05,0.00,280.00,0.00,0.00,9.34
2010-03-06,0.00,210.00,0.00,0.00,35.40
2010-03-07,0.00,110.00,0.00,0.00,63.50
2010-03-08,0.00,139.00,0.00,0.00,43.90
2010-03-09,0.00,247.00,0.00,0.00,44.00
2010-03-10,0.00,246.00,0.00,0.00,26.10
2010-03-11,0.00,249.00,0.00,0.00,20.70
2010-03-12,0.00,266.00,0.00,0.00,11.90
2010-03-13,0.00,261.00,0.00,0.00,15.90
2010-03-14,0.00,256.00,0.00,0.00,14.80
2010-03-15,0.00,255.00,0.00,0.00,88.60
2010-03-16,0.00,264.00,0.00,0.00,146.00
2010-03-17,0.00,241.00,0.00,0.00,211.00
2010-03-18,0.00,179.00,0.00,0.00,263.00
2010-03-19,0.00,165.00,0.00,0.00,265.00
2010-03-20,0.00,180.00,0.00,0.00,240.00
2010-03-21,0.00,160.00,0.00,0.00,126.00
2010-03-22,0.00,73.30,0.00,0.00,25.00
2010-03-23,0.00,77.50,0.00,0.00,12.60
2010-03-24,0.00,119.00,0.00,0.00,54.70
2010-03-25,0.00,181.00,0.00,0.00,76.40
2010-03-26,0.00,146.00,0.00,0.00,42.50
2010-03-27,0.00,137.00,0.00,0.00,23.30
2010-03-28,0.00,134.00,0.00,0.00,54.80
2010-03-29,0.00,198.00,0.00,0.00,38.70
2010-03-30,0.00,248.00,0.00,0.00,5.17
2010-03-31,0.00,248.00,0.00,0.00,18.60
2010-04-01,0.00,239.00,0.00,0.00,18.60
2010-04-02,0.00,235.00,0.00,0.00,24.50
2010-04-03,0.00,231.00,0.00,0.00,24.10
2010-04-04,0.00,225.00,0.00,0.00,18.30
2010-04-05,0.00,220.00,0.00,0.00,21.10
2010-04-06,0.00,227.00,0.00,0.00,26.00
2010-04-07,0.00,225.00,0.00,0.00,20.40
2010-04-08,0.00,232.00,0.00,0.00,9.67
2010-04-09,0.00,262.00,0.00,0.00,12.40
2010-04-10,0.00,197.35,0.00,0.00,12.10
2010-04-11,0.00,196.67,0.00,0.00,14.80
2010-04-12,0.00,200.63,0.00,0.00,30.30
2010-04-13,0.00,203.81,0.00,0.00,23.10
2010-04-14,4.36,183.53,0.00,0.00,29.90
2010-04-15,17.85,162.92,0.00,0.00,47.00
2010-04-16,20.08,180.55,0.00,0.00,53.40
2010-04-17,19.78,166.47,0.00,0.00,78.80
2010-04-18,19.77,251.17,0.00,0.00,61.50
2010-04-19,19.74,230.56,0.00,0.00,45.30
2010-04-20,19.75,131.07,0.00,0.00,46.50
2010-04-21,19.79,134.35,0.00,0.00,38.60
2010-04-22,10.22,174.23,0.00,0.00,23.40
2010-04-23,0.00,350.39,0.00,0.00,27.50
2010-04-24,0.00,368.39,0.00,0.00,37.30
2010-04-25,0.00,334.94,0.00,0.00,47.00
2010-04-26,0.00,318.26,0.00,0.00,53.60
2010-04-27,10.70,310.81,0.00,0.00,109.00
2010-04-28,18.54,198.87,0.00,0.00,119.00
2010-04-29,18.61,149.81,0.00,0.00,134.88
2010-04-30,18.33,140.84,0.00,0.00,117.74
2010-05-01,18.34,111.00,0.00,0.00,82.70
2010-05-02,18.35,164.00,0.00,0.00,34.78
2010-05-03,37.28,196.00,0.00,0.00,18.89
2010-05-04,49.58,204.00,0.00,0.00,10.37
2010-05-05,49.18,224.00,0.00,0.00,25.60
2010-05-06,48.65,220.00,0.00,0.00,74.60
2010-05-07,49.05,209.00,0.00,0.00,106.00
2010-05-08,49.04,220.00,0.00,0.00,124.00
2010-05-09,48.83,228.00,0.00,0.00,140.00
2010-05-10,47.94,213.00,0.00,0.00,111.32
2010-05-11,39.13,197.00,0.00,15.00,47.60
2010-05-12,14.18,193.00,0.00,0.00,64.65
2010-05-13,13.83,179.00,0.00,5.00,57.50
2010-05-14,26.05,170.00,0.00,10.00,43.38
2010-05-15,32.15,170.00,0.00,10.00,76.20
2010-05-16,32.03,166.00,0.00,9.80,115.00
2010-05-17,31.21,152.00,0.00,10.50,68.10
2010-05-18,30.60,148.00,0.00,10.60,68.80
2010-05-19,30.74,142.00,0.00,10.00,67.90
2010-05-20,30.65,133.00,0.00,18.10,78.01
2010-05-21,30.60,136.00,0.00,22.50,58.87
2010-05-22,30.39,147.00,0.00,22.10,58.30
2010-05-23,30.41,168.00,0.00,21.90,56.50
2010-05-24,28.79,184.00,0.00,23.40,54.10
2010-05-25,36.04,194.00,0.00,27.90,56.30
2010-05-26,39.94,257.00,0.00,25.60,47.50
2010-05-27,38.47,245.00,0.00,25.30,44.50
2010-05-28,37.66,188.00,0.00,25.90,38.59
2010-05-29,38.76,191.00,0.00,25.90,37.20
2010-05-30,38.88,201.00,0.00,25.90,39.00
2010-05-31,37.77,209.00,0.00,28.00,54.10
2010-06-01,45.48,344.00,19.80,27.20,90.52
2010-06-02,49.44,323.00,25.50,20.10,120.33
2010-06-03,49.15,285.00,25.90,20.00,116.78
2010-06-04,48.01,283.00,25.90,21.60,106.95
2010-06-05,48.16,319.00,27.10,23.80,101.62
2010-06-06,47.33,351.00,27.80,25.00,58.24
2010-06-07,46.36,355.00,25.50,24.00,62.26
2010-06-08,41.13,349.00,22.80,22.20,164.85
2010-06-09,53.40,369.00,22.70,23.50,327.51
2010-06-10,52.35,330.00,24.80,25.20,350.80
2010-06-11,40.28,313.00,25.30,25.20,276.06
2010-06-12,14.69,273.00,25.70,15.20,119.25
2010-06-13,14.69,199.06,30.70,7.00,30.85
2010-06-14,14.69,215.93,25.60,12.20,76.30
2010-06-15,37.11,208.00,24.60,20.90,113.59
2010-06-16,58.12,194.00,24.50,19.00,52.72
2010-06-17,58.83,177.00,25.30,14.50,27.90
2010-06-18,57.79,165.00,25.80,14.50,53.30
2010-06-19,58.01,153.00,25.50,12.30,59.50
2010-06-20,57.66,130.00,25.30,9.70,67.68
2010-06-21,56.70,118.00,24.40,8.60,64.34
2010-06-22,55.18,107.00,24.30,9.00,99.61
2010-06-23,55.28,109.00,23.60,8.90,237.35
2010-06-24,55.73,126.00,24.90,7.90,297.07
2010-06-25,54.93,77.60,25.70,7.00,320.75
2010-06-26,55.21,126.00,25.60,6.70,223.49
2010-06-27,58.58,285.00,25.90,6.70,202.58
2010-06-28,58.88,273.00,27.20,7.90,180.46
2010-06-29,86.69,230.00,25.30,10.40,57.85
2010-06-30,103.23,203.00,24.90,13.30,20.49
2010-07-01,103.11,171.00,25.10,15.20,36.70
2010-07-02,102.99,0.00,25.90,15.20,148.00
2010-07-03,102.92,0.00,26.00,16.70,291.00
2010-07-04,69.32,0.00,26.30,17.80,257.53
2010-07-05,60.94,0.00,24.20,18.10,229.57
2010-07-06,74.02,155.00,24.00,16.20,214.22
2010-07-07,74.59,134.00,24.30,17.70,217.58
2010-07-08,74.03,108.00,234.80,18.00,183.92
2010-07-09,73.02,148.00,25.30,17.30,151.34
2010-07-10,72.59,146.00,25.00,12.40,125.05
2010-07-11,73.11,126.00,25.10,7.90,152.99
2010-07-12,73.45,73.30,25.60,5.30,175.30
2010-07-13,73.42,13.90,25.60,1.19,195.73
2010-07-14,58.18,0.00,24.50,0.00,223.52
2010-07-15,47.70,0.00,24.60,0.00,220.00
2010-07-16,39.30,0.00,24.90,0.00,209.00
2010-07-17,36.00,0.00,25.00,0.00,185.00
2010-07-18,36.10,0.00,25.30,0.00,173.00
2010-07-19,36.10,0.00,25.40,0.00,167.00
2010-07-20,36.10,0.00,25.20,0.00,173.00
2010-07-21,36.70,0.00,25.20,0.00,178.00
2010-07-22,43.69,0.00,25.70,0.00,193.00
2010-07-23,47.69,0.00,25.20,0.00,113.00
2010-07-24,47.85,0.00,25.10,0.00,94.60
2010-07-25,40.30,0.00,25.20,0.00,116.00
2010-07-26,36.95,0.00,24.90,0.00,141.00
2010-07-27,36.90,0.00,24.80,0.00,114.00
2010-07-28,36.93,0.00,25.00,0.00,87.70
2010-07-29,36.75,0.00,25.00,0.00,92.40
2010-07-30,36.65,0.00,25.10,0.00,96.40
2010-07-31,45.01,0.00,25.20,0.00,118.00
2010-08-01,49.14,0.00,23.70,0.00,105.00
2010-08-02,49.24,0.00,24.10,0.00,87.80
2010-08-03,49.61,0.00,24.90,0.00,85.60
2010-08-04,68.25,0.00,24.40,0.00,94.90
2010-08-05,89.48,0.00,24.30,0.00,107.00
2010-08-06,89.25,224.00,23.90,0.00,125.00
2010-08-07,88.81,220.00,24.50,0.00,99.30
2010-08-08,88.18,228.00,24.30,0.00,68.70
2010-08-09,89.40,199.00,23.20,0.00,100.00
2010-08-10,86.84,243.00,24.80,0.00,92.50
2010-08-11,84.40,243.00,25.20,0.00,53.20
2010-08-12,82.19,243.00,25.10,0.00,56.10
2010-08-13,54.56,250.00,24.60,0.00,50.81
2010-08-14,36.57,232.00,24.90,0.00,65.80
2010-08-15,42.83,76.90,24.30,0.00,76.00
2010-08-16,49.18,0.00,22.80,0.00,78.60
2010-08-17,68.48,0.00,24.30,0.00,68.20
2010-08-18,75.56,0.00,25.40,0.00,46.20
2010-08-19,56.78,0.00,24.80,0.00,69.20
2010-08-20,48.33,0.00,25.40,0.00,87.10
2010-08-21,48.47,0.00,25.00,0.00,79.20
2010-08-22,48.29,0.00,25.10,0.00,66.80
2010-08-23,40.51,0.00,25.10,0.00,97.00
2010-08-24,36.73,0.00,25.10,0.00,85.30
2010-08-25,36.42,0.00,24.90,0.00,81.20
2010-08-26,36.15,0.00,24.80,0.00,95.30
2010-08-27,36.03,0.00,20.80,0.00,90.40
2010-08-28,35.92,0.00,14.80,0.00,87.40
2010-08-29,35.89,0.00,14.80,0.00,83.80
2010-08-30,35.85,0.00,14.60,0.00,81.20
2010-08-31,35.83,0.00,14.60,0.00,77.40
2010-09-01,35.80,0.00,14.40,0.00,81.50
2010-09-02,35.69,0.00,14.30,0.00,88.20
2010-09-03,35.60,0.00,14.30,0.00,85.90
2010-09-04,35.49,0.00,14.60,0.00,79.50
2010-09-05,35.22,0.00,14.80,0.00,79.60
2010-09-06,34.69,0.00,14.90,0.00,70.80
2010-09-07,34.42,0.00,14.50,0.00,79.00
2010-09-08,34.37,0.00,14.20,0.00,79.20
2010-09-09,34.44,0.00,14.30,0.00,96.00
2010-09-10,34.25,0.00,10.00,0.00,99.80
2010-09-11,34.08,140.00,10.00,0.00,90.50
2010-09-12,35.31,149.00,9.97,0.00,72.70
2010-09-13,35.48,159.00,9.57,0.00,76.30
2010-09-14,35.39,175.00,9.79,0.00,82.40
2010-09-15,35.40,178.00,9.96,0.00,85.80
2010-09-16,35.68,170.00,9.77,0.00,102.00
2010-09-17,35.96,172.00,9.77,0.00,91.90
2010-09-18,35.97,173.00,9.93,0.00,85.50
2010-09-19,35.91,177.00,10.10,0.00,75.70
2010-09-20,35.65,178.00,9.95,0.00,75.90
2010-09-21,35.65,180.00,5.43,0.00,77.00
2010-09-22,35.58,178.00,9.24,0.00,71.80
2010-09-23,35.54,175.00,9.55,0.00,74.70
2010-09-24,35.43,167.00,9.17,0.00,75.50
2010-09-25,35.39,167.00,10.60,0.00,85.20
2010-09-26,43.15,171.00,10.20,0.00,85.10
2010-09-27,47.04,171.00,7.09,0.00,72.90
2010-09-28,47.02,164.00,8.50,0.00,92.80
2010-09-29,47.02,160.00,12.00,0.00,108.00
2010-09-30,47.06,168.00,17.30,0.00,108.00
