WDID,Structure_Name,Structure Name AKAs,CIU_Code,Structure_Type,Water_Source,GNIS_ID,Stream_Mile,Associated Case Numbers,Associated Permits,Associated Meters,Contacts,User Assocation,POR Start,POR End,Div,WD,County,Designated Basin,Management District,Q10,Q40,Q160,Section,Township,Range,PM,Distance E/W,Direction E/W,Distance N/S,Direction N/S,UTM x,UTM y,Latitude,Longitude,Modified,More_Information
0700719,KELLY LAKE RES INLET D,,Active structure but diversion records are not maintained (U),DITCH,VAN BIBBER CREEK,00181596,4.85,CA60052,,,NO INFORMATION,,,,1,7,JEFFERSON,,,,SW,SW,12,3.0 S,70.0 W,S,1191,W,918,S,484622,4405630,39.800502,-105.179644,12/30/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700719
0700720,BROOKSIDE DITCH,,Active Structure with contemporary diversion records (A),DITCH,LENA GULCH,00181613,1.68,W2619,,,"COOMBS, RAY",,6/7/1978,10/29/2017,1,7,JEFFERSON,,,,SE,NE,29,3.0 S,69.0 W,S,,,,,488885,4401702,39.76517,-105.12977,3/20/2018 12:25,https://dnrweb.state.co.us/CDSS/Structures/Details/0700720
0700725,COORS INDUSTRIAL DITCH,"ADOLPH COORS CO DITCH, COORS COOLING WATER INTAKE, CRSINDCO, FKA WDID 0700501",Active Structure with contemporary diversion records (A),DITCH,CLEAR CREEK,00181805,16.76,"13CW3142, 85CW0059, 88CW0032, 88CW0272, 96CW1117, 99CW0236, CA9675, W0224",,,ADOLPH COORS CO.,,11/1/1978,10/31/2017,1,7,JEFFERSON,,,,SW,SW,27,3.0 S,70.0 W,S,,,,,481268,4400928,39.758063,-105.218678,10/9/2017 9:21,https://dnrweb.state.co.us/CDSS/Structures/Details/0700725
0700726,COORS IND D ALT PT 3,CRSAP3CO,Active Structure with contemporary diversion records (A),DITCH,CLEAR CREEK,00181805,13.93,"88CW0268, 88CW0272, 96CW1117, W7585",,,ADOLPH COORS CO.,,11/1/2016,10/31/2017,1,7,JEFFERSON,,,NE,SW,SE,24,3.0 S,70.0 W,S,,,,,485341,4402403,39.771433,-105.171163,3/20/2018 12:27,https://dnrweb.state.co.us/CDSS/Structures/Details/0700726
0700727,CROKE CANAL LEYDEN CR,,Active structure but diversion records are not maintained (U),DITCH,LEYDEN CREEK,00181610,3.3,"00CW0262, 00CW0263, 00CW0264, 03CW0386, 14CW3020, 14CW3117, 15CW3045, 15CW3161, 88CW0270, 93CW0176, 97CW0142, 99CW0207, CA60052",,,"FARMERS RESERVOIR & IRRIGATION COMPANY (EDGAR, SCOTT E.)",,,,1,7,JEFFERSON,,,SW,NW,NW,31,2.0 S,69.0 W,S,,,,,485908,4409916,39.839135,-105.164704,10/23/2008 11:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700727
0700728,CROKE CANAL RALSTON CR,,Active Structure with contemporary diversion records (A),DITCH,RALSTON CREEK,00181545,8.24,"00CW0262, 00CW0263, 00CW0264, 03CW0386, 05CW0112, 14CW3117, 88CW0270, 93CW0176, 96CW0148, 97CW0142, 99CW0207, CA60052",,,"FARMERS RESERVOIR & IRRIGATION COMPANY (EDGAR, SCOTT E.)",,5/9/2017,10/7/2017,1,7,JEFFERSON,,,,SW,NE,1,3.0 S,70.0 W,S,2827,W,2928,S,485122,4407839,39.820414,-105.173853,4/11/2018 10:12,https://dnrweb.state.co.us/CDSS/Structures/Details/0700728
0700730,WEST FORK CLEAR CREEK DIVERSION,BUTLER GULCH ALT PT,Active structure but diversion records are not maintained (U),DITCH,WEST FORK CLEAR CREEK,00181305,12.1,98CW0398,,,CLIMAX MOLYBDENUM CO (HENDERSON MINE) ,,,,1,7,CLEAR CREEK,,,,,SE,23,3.0 S,76.0 W,S,,,,,426361.3,4402738,39.771392,-105.859821,2/22/2018 13:08,https://dnrweb.state.co.us/CDSS/Structures/Details/0700730
0700731,BUTLER GULCH DIVERSION,,Active Structure with contemporary diversion records (A),DITCH,BUTLER GULCH,00181308,0.55,98CW0398,,,CLIMAX MOLYBDENUM CO (HENDERSON MINE) ,,11/30/2005,10/31/2017,1,7,CLEAR CREEK,,,,,NE,26,3.0 S,76.0 W,S,,,,,426339.2,4401936.5,39.76417,-105.859989,12/12/2000 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700731
0700732,CLEAR WATER DIVERSION,,Active structure but diversion records are not maintained (U),DITCH,WOODS CREEK,00181323,0.94,98CW0398,,,CLIMAX MOLYBDENUM CO (HENDERSON MINE) ,,,,1,7,CLEAR CREEK,,,,,SE,30,3.0 S,75.0 W,S,,,,,429504.8,4401071,39.75664,-105.822941,3/11/2010 14:52,https://dnrweb.state.co.us/CDSS/Structures/Details/0700732
0700735,CLEAR CK DIVR A,,Non-existent structure with no contemporary or historical record (N),DITCH,CLEAR CREEK,00181805,33.08,00CW0265,,,CLEAR CREEK COUNTY COMMISSIONERS,,,,1,7,CLEAR CREEK,,,SE,SW,SE,34,3.0 S,72.0 W,S,1900,E,450,S,463004.6,4399202.4,39.741918,-105.431784,3/23/2009 14:44,https://dnrweb.state.co.us/CDSS/Structures/Details/0700735
0700736,CLEAR CK DIVR B,,Non-existent structure with no contemporary or historical record (N),DITCH,CLEAR CREEK,00181805,33.58,00CW0265,,,CLEAR CREEK COUNTY COMMISSIONERS,,,,1,7,CLEAR CREEK,,,NW,NE,SW,34,3.0 S,72.0 W,S,1400,W,2050,S,462485.2,4399669.9,39.746107,-105.437873,3/23/2009 14:44,https://dnrweb.state.co.us/CDSS/Structures/Details/0700736
0700738,CLEAR CK DIVR D,,Non-existent structure with no contemporary or historical record (N),DITCH,CLEAR CREEK,00181805,32.66,00CW0265,,,CLEAR CREEK COUNTY COMMISSIONERS,,,,1,7,CLEAR CREEK,,,SE,NE,NE,3,4.0 S,72.0 W,S,800,E,850,N,463341.5,4398819.4,39.738482,-105.427831,3/23/2009 14:44,https://dnrweb.state.co.us/CDSS/Structures/Details/0700738
0700746,BRIDGE SHOP DIVERSION,,Non-existent structure with no contemporary or historical record (N),DITCH,CLEAR CREEK,00181805,43.38,,,,CLEAR CREEK CTY RD & BRDG DEPT,,,,1,7,JEFFERSON,,,SW,NW,NW,29,3.0 S,73.0 W,S,195,W,729,N,449202.1,4401728,39.763962,-105.593065,3/20/2018 12:32,https://dnrweb.state.co.us/CDSS/Structures/Details/0700746
0700747,HIAWATHA DIVERSION,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,43.23,15CW3168,,,CLEAR CREEK CTY RD & BRDG DEPT,,,,1,7,CLEAR CREEK,,,,NW,NW,29,3.0 S,73.0 W,S,,,,,449444,4401727,39.763967,-105.590241,3/19/2008 15:41,https://dnrweb.state.co.us/CDSS/Structures/Details/0700747
0700748,KERMITS DIVERSION,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,40.41,,,,CLEAR CREEK CTY RD & BRDG DEPT,,,,1,7,JEFFERSON,,,NW,NE,SW,34,3.0 S,73.0 W,S,1769,W,2157,S,452898.4,4399535,39.744416,-105.549756,3/19/2008 15:41,https://dnrweb.state.co.us/CDSS/Structures/Details/0700748
0700749,JONES PASS DIVERSION,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,60.77,,,,CLEAR CREEK CTY RD & BRDG DEPT,,,,1,7,CLEAR CREEK,,,SE,NW,SE,19,3.0 S,75.0 W,S,1370,E,1585,S,429558.4,4402769,39.771942,-105.822498,8/6/2009 10:55,https://dnrweb.state.co.us/CDSS/Structures/Details/0700749
0700750,SHADOW RANCH DIVERSION,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,49.05,,,,SHADOW RANCH,,,,1,7,JEFFERSON,,,SW,NE,SW,33,3.0 S,74.0 W,S,1717,W,1682,S,441628.8,4399443.5,39.742894,-105.681275,3/19/2008 15:42,https://dnrweb.state.co.us/CDSS/Structures/Details/0700750
0700752,FARMERS HIGHLINE CANAL VAN BIBBER CR,,Active structure but diversion records are not maintained (U),DITCH,VAN BIBBER CREEK,00181596,4.8,"14CW3117, 99CW0207",,,FARMERS HIGHLINE DITCH CO,,,,1,7,JEFFERSON,,,,,SW,12,3.0 S,70.0 W,S,,,,,484661.1,4405751,39.801587,-105.17918,4/26/2013 16:08,https://dnrweb.state.co.us/CDSS/Structures/Details/0700752
0700753,JENKINS DITCH,,Active structure but diversion records are not maintained (U),DITCH,CRESSMANS GULCH,00181592,1.42,97CW0239,,,"JENKINS, JANET A.",,,,1,7,JEFFERSON,,,,SE,SE,17,3.0 S,70.0 W,S,,,,,479296,4403869,39.784522,-105.241802,5/11/2010 8:24,https://dnrweb.state.co.us/CDSS/Structures/Details/0700753
0700757,BLACK HAWK NORTH CLEAR CREEK DIVERSION 1,,Active structure but diversion records are not maintained (U),DITCH,NORTH CLEAR CREEK,00181349,6.27,"10CW0308, 11CW0271, 12CW0303",,,"BLACK HAWK, CITY OF ",,,,1,7,GILPIN,,,NW,NE,NW,17,3.0 S,72.0 W,S,1285,W,105,N,459354.2,4405119.5,39.796955,-105.474754,10/30/2014 15:23,https://dnrweb.state.co.us/CDSS/Structures/Details/0700757
0700758,BLACK HAWK NORTH CLEAR CREEK DIVERSION 2,,Active structure but diversion records are not maintained (U),DITCH,NORTH CLEAR CREEK,00181349,5.5,"10CW0308, 11CW0271, 12CW0303",,,"BLACK HAWK, CITY OF ",,,,1,7,GILPIN,,,SE,NW,SE,17,3.0 S,72.0 W,S,1481,E,1835,S,460039.8,4404184.5,39.788563,-105.46669,10/30/2014 15:27,https://dnrweb.state.co.us/CDSS/Structures/Details/0700758
0700759,WHEELER DIVERSION POINT,,Non-existent structure with no contemporary or historical record (N),DITCH,NORTH CLEAR CREEK,00181349,9.19,"10CW0309, 11CW0271, 12CW0303",,,"BLACK HAWK, CITY OF ",,,,1,7,GILPIN,,,SE,SE,NW,1,3.0 S,73.0 W,S,2287,W,1969,N,456316,4407733,39.820351,-105.510414,5/8/2015 12:04,https://dnrweb.state.co.us/CDSS/Structures/Details/0700759
0700764,RALSTON-CLEAR CREEK CANAL,,Active structure but diversion records are not maintained (U),DITCH,RALSTON CREEK,00181545,11.7,,,,,,,,1,7,JEFFERSON,,,,SE,SW,33,2.0 S,70.0 W,S,,,,,480112,4408854,39.82945,-105.232413,9/27/2016 8:09,https://dnrweb.state.co.us/CDSS/Structures/Details/0700764
0700765,LENA GULCH FEEDER DITCH 2,,Active structure but diversion records are not maintained (U),DITCH,LENA GULCH,00181613,9.16,13CW3053,,,,,,,1,7,JEFFERSON,,,NE,SE,NE,15,4.0 S,70.0 W,S,589,E,1640,N,482419.8,4395172,39.708111,-105.205078,9/28/2016 13:49,https://dnrweb.state.co.us/CDSS/Structures/Details/0700765
0700786,HIDDEN VALLEY SURFACE DIVERSION,,Active Structure with contemporary diversion records (A),DITCH,CLEAR CREEK,00181805,35.31,"05CW0018, 09CW0120, 11CW0185, 11CW0271, 12CW0303, 92CW0059, 96CW0463",,,"BLACK HAWK, CITY OF ",,11/1/2005,5/26/2015,1,7,GILPIN,,,SW,SE,NE,32,3.0 S,72.0 W,S,1000,E,2140,N,460208.1,4399846.5,39.747595,-105.464461,9/7/2012 8:05,https://dnrweb.state.co.us/CDSS/Structures/Details/0700786
0700788,BLACK HAWK CHASE GULCH DIVERSION,,Non-existent structure with no contemporary or historical record (N),DITCH,CHASE GULCH,00181413,0.01,"07CW0327, 09CW0120, 11CW0271, 12CW0303, 92CW0058, 92CW0059",,,"BLACK HAWK, CITY OF ",,,,1,7,GILPIN,,,SE,SW,NW,7,3.0 S,72.0 W,S,900,W,2200,N,457481.3,4406076,39.80359,-105.496691,9/7/2012 8:03,https://dnrweb.state.co.us/CDSS/Structures/Details/0700788
0700789,DIAMOND B DIVERSION,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,48.89,99CW0201,,,COLORADO DEPARTMENT OF TRANSPORTATION,,,,1,7,CLEAR CREEK,,,,NE,SW,33,3.0 S,74.0 W,S,,,,,441836,4399521,39.743607,-105.678864,2/8/2010 13:59,https://dnrweb.state.co.us/CDSS/Structures/Details/0700789
0700801,AUSTIN DITCH PIPELINE,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,55.85,W8309,,,NO INFORMATION,,,,1,7,CLEAR CREEK,,,SE,NE,NE,22,4.0 S,75.0 W,S,,,,,434570,4393915.3,39.692575,-105.763106,9/18/1991 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700801
0700803,BERTHOUD FALLS DITCH,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,60.7,82CW0372,,,NO INFORMATION,,,,1,7,CLEAR CREEK,,,,NE,SW,20,3.0 S,75.0 W,S,,,,,430737,4402826,39.772552,-105.808743,6/14/1988 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700803
0700804,BLACK HAWK DITCH,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,NORTH CLEAR CREEK,00181349,7.67,CA41340,,,"BLAKE, NORMAN R.",,10/31/1996,10/31/1996,1,7,GILPIN,,,NE,SW,NW,7,3.0 S,72.0 W,S,,,,,457536.6,4406258.5,39.805237,-105.496057,3/11/2010 14:53,https://dnrweb.state.co.us/CDSS/Structures/Details/0700804
0700811,CHINN DITCH,,Active structure but diversion records are not maintained (U),DITCH,MILL CREEK,00181346,0.65,W0969,,,"SCHNEIDER, H E.",,,,1,7,CLEAR CREEK,,,,NE,SW,19,3.0 S,73.0 W,S,,,,,448125,4402613,39.771871,-105.605709,10/16/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700811
0700814,COBURN DITCH PL,,Active structure but diversion records are not maintained (U),DITCH,SILVER CREEK,00181375,0,W0214,,,"KNIGHT, D A.",,,,1,7,CLEAR CREEK,,,NE,SW,NE,25,3.0 S,74.0 W,S,,,,,447078.3,4401565,39.762364,-105.617846,9/18/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700814
0700815,COOPER DITCH,,Active structure but diversion records are not maintained (U),DITCH,VAN BIBBER CREEK,00181596,4.27,"W0058, W0194",,,"KELTNER, OSCAR C.",,,,1,7,JEFFERSON,,,,SE,SE,12,3.0 S,70.0 W,S,1306,E,258,S,485462,4405422,39.798643,-105.169827,1/5/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700815
0700816,CRAWFORD GULCH CREEK D 1,,Active structure but diversion records are not maintained (U),DITCH,CRAWFORD GULCH CREEK,00181600,2.04,W3083,,,NO INFORMATION,,,,1,7,JEFFERSON,,,SE,NE,NW,14,3.0 S,71.0 W,S,,,,,473951.3,4405000.8,39.794567,-105.304254,6/14/1988 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700816
0700817,CRAWFORD GULCH CREEK D 2,,Active structure but diversion records are not maintained (U),DITCH,CRAWFORD GULCH CREEK,00181600,2.04,W3083,,,NO INFORMATION,,,,1,7,JEFFERSON,,,SE,NE,NW,14,3.0 S,71.0 W,S,,,,,473951.3,4405000.8,39.794567,-105.304254,6/14/1988 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700817
0700818,CRAWFORD GULCH CREEK D 3,,Active structure but diversion records are not maintained (U),DITCH,CRAWFORD GULCH CREEK,00181600,1.47,W3083,,,NO INFORMATION,,,,1,7,JEFFERSON,,,NE,NE,NE,14,3.0 S,71.0 W,S,,,,,474752.5,4405190.3,39.796298,-105.294903,6/14/1988 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700818
0700819,CSONTOS DITCH,,Active structure but diversion records are not maintained (U),DITCH,CHICAGO CREEK,00181866,1.5,W8009,,,NO INFORMATION,,,,1,7,CLEAR CREEK,,,SE,NW,SE,3,4.0 S,73.0 W,S,,,,,453467.1,4397783.9,39.72867,-105.542994,6/14/1988 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700819
0700824,GEORGE GREEN DITCH,,Active structure but diversion records are not maintained (U),DITCH,SOUTH PLATTE RIVER,00201759,242.49,W0454,,,"GREEN, KENNETH",,,,1,7,JEFFERSON,,,SW,SE,NW,20,3.0 S,71.0 W,S,,,,,468913,4403107.4,39.777338,-105.363011,9/20/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700824
0700828,GREEN-DUMONT DITCH,,Active structure but diversion records are not maintained (U),DITCH,MILL CREEK,00181346,0.25,W0236,,,DUMONT LOT OWNERS,,,,1,7,CLEAR CREEK,,,,SW,SE,19,3.0 S,73.0 W,S,,,,,448465,4402137,39.767603,-105.601702,9/18/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700828
0700831,ORSI DITCH ALT PT,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,48.36,,,,"BRIDDLE, TOM L.",,,,1,7,CLEAR CREEK,,,NW,SE,NE,33,3.0 S,74.0 W,S,,,,,442416.5,4400002.9,39.747988,-105.672131,7/23/1990 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700831
0700832,HAMMS DITCH,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,15.66,W0593,,,"HAMM, VERNON L.",,,,1,7,JEFFERSON,,,NW,SW,NE,32,2.0 S,70.0 W,S,,,,,478695.9,4409656.8,39.836649,-105.248988,10/15/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700832
0700833,HAPPY THOUGHTS DITCH,,Active structure but diversion records are not maintained (U),DITCH,MILL CREEK,00181346,0.92,W0206,,,"PADDOCK, GLEN M.",,,,1,7,CLEAR CREEK,,,,SW,NW,19,3.0 S,73.0 W,S,,,,,447804,4402888,39.774329,-105.609479,1/17/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700833
0700834,HARRY HOLMES DITCH,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,4.76,W0143,,,NO INFORMATION,,,,1,7,ADAMS,,,,,NW,8,3.0 S,68.0 W,S,,,,,497435.1,4406574.1,39.809137,-105.029965,6/14/1988 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700834
0700836,HOPKINS WATER SYS 1,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,33.48,W0839,,,"GOLTRA, O R.",,,,1,7,GILPIN,,,NE,SE,SE,15,3.0 S,72.0 W,S,,,,,463572.1,4404045.9,39.785582,-105.425429,10/16/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700836
0700837,HOPKINS WATER SYS 2,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,33.48,W0839,,,"GOLTRA, O R.",,,,1,7,GILPIN,,,NE,SE,SE,15,3.0 S,72.0 W,S,,,,,463572.1,4404045.9,39.785582,-105.425429,10/16/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700837
0700838,HOPKINS WATER SYS 3,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,33.49,W0839,,,"GOLTRA, O R.",,,,1,7,GILPIN,,,SE,NW,SW,15,3.0 S,72.0 W,S,,,,,462390,4404190.4,39.786832,-105.439242,10/16/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700838
0700839,HOPKINS WATER SYS 4,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,33.49,W0839,,,"GOLTRA, O R.",,,,1,7,GILPIN,,,SE,NE,NW,22,3.0 S,72.0 W,S,,,,,462767.3,4403405.4,39.779776,-105.434792,10/16/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700839
0700843,LEAVITT BOOTH DITCH,,Active structure but diversion records are not maintained (U),DITCH,LEYDEN CREEK,00181610,10.34,W7965,,,NO INFORMATION,,,,1,7,JEFFERSON,,,NW,NW,SW,19,2.0 S,70.0 W,S,517,W,2184,S,476570.2,4412449.5,39.863644,-105.273933,10/29/2008 12:34,https://dnrweb.state.co.us/CDSS/Structures/Details/0700843
0700844,LEIDENGER DITCH,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,43.17,W7436,,,"CORONADO, KELLY J.",,,,1,7,GILPIN,,,NW,SE,SE,32,2.0 S,73.0 W,S,,,,,450537.9,4408697.6,39.826834,-105.577996,8/3/2006 10:55,https://dnrweb.state.co.us/CDSS/Structures/Details/0700844
0700845,LITTLE DRY CRK DITCH 1,,Active structure but diversion records are not maintained (U),DITCH,LENA GULCH,00181613,2.6,81CW0412,,,CONSOLIDATED MUTUAL WATER CO,,,,1,7,JEFFERSON,,,SE,SE,SW,29,3.0 S,69.0 W,S,2710,E,583,S,488178.9,4400709.5,39.758106,-105.138,10/12/1989 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700845
0700847,LOVELAND VALLEY HGT,LOVELAND VALLEY DOMESTIC DIVERSION,Active Structure with contemporary diversion records (A),DITCH,CLEAR CREEK,00181805,63.72,"82CW0468, 86CW0258, 87CW0163",,,"CLEAR CREEK SKIING CORPORATION (ABRAHAMSON, KENNETH A.)",,7/16/2017,10/31/2017,1,7,CLEAR CREEK,,,SW,NW,SE,22,4.0 S,76.0 W,S,2481,E,1903,S,424195.6,4393261,39.685822,-105.88401,3/20/2018 12:48,https://dnrweb.state.co.us/CDSS/Structures/Details/0700847
0700850,MCDONALD DITCH 1,,Active structure but diversion records are not maintained (U),DITCH,BARD CREEK,00181350,1.2,W0971,,,"HENDERSON, RUTH S.",,,,1,7,CLEAR CREEK,,,,NE,SE,32,3.0 S,74.0 W,S,,,,,440868,4399621,39.744447,-105.69018,10/16/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700850
0700851,MCDONALD DITCH 2,,Active structure but diversion records are not maintained (U),DITCH,BARD CREEK,00181350,1.15,W0971,,,"HENDERSON, RUTH S.",,,,1,7,CLEAR CREEK,,,,NE,SE,32,3.0 S,74.0 W,S,,,,,440896,4399699,39.745152,-105.68986,10/16/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700851
0700852,MCDONALD DITCH 3,,Active structure but diversion records are not maintained (U),DITCH,BARD CREEK,00181350,0.79,W0971,,,"HENDERSON, RUTH S.",,,,1,7,CLEAR CREEK,,,,NW,NW,33,3.0 S,74.0 W,S,,,,,441257,4400174,39.749456,-105.68569,10/16/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700852
0700854,MILL CK PARK DOM WATER,,Active structure but diversion records are not maintained (U),DITCH,MILL CREEK,00181346,3.42,W0099,,,"MOSS, RICHARD E.",,,,1,7,CLEAR CREEK,,,,SW,NW,14,3.0 S,74.0 W,S,,,,,444504,4404676,39.790229,-105.648161,1/5/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700854
0700856,MISSOURI LAKE D & PL,,Active structure but diversion records are not maintained (U),DITCH,MISSOURI CREEK,00181529,2.04,W0211,,,"MISSOURI LAKES WATER RECREATION AND IMPROVEMENT ASSOCIATION (KUSESKI, RONALD E.)",,,,1,7,GILPIN,,,,SE,SE,26,2.0 S,73.0 W,S,,,,,455286,4410204,39.84067,-105.522616,1/17/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700856
0700871,FARMERS HIGHLINE L DRY C,,Active structure but diversion records are not maintained (U),DITCH,LITTLE DRY CREEK,00181738,6.89,"00CW0262, 00CW0263, 02CW0266, 05CW0112, 12CW0303, 15CW3045, 82CW0359, 85CW0409, 87CW0334, 88CW0105, 88CW0266, 89CW0099, 92CW0168, 96CW0148, 97CW0368, CA60052, W8743, W8762",,,FARMERS HIGHLINE DITCH CO,,,,1,7,JEFFERSON,,,,NW,SE,28,2.0 S,69.0 W,S,,,,,489920,4410946,39.848472,-105.117828,5/6/2014 11:28,https://dnrweb.state.co.us/CDSS/Structures/Details/0700871
0700872,FARMERS HIGHLINE RALSTON,FHLRALCO,Active structure but diversion records are not maintained (U),DITCH,RALSTON CREEK,00181545,8.72,"00CW0263, 02CW0266, 03CW0386, 05CW0112, 12CW0303, 87CW0335, 88CW0105, 88CW0266, 92CW0168, 93CW0176, 96CW0148, CA60052, W8083, W8743, W8762",,,CITY OF WESTMINSTER (BOB KRUGMIRE); FARMERS HIGHLINE DITCH CO,,,,1,7,JEFFERSON,,,SE,SW,NW,1,3.0 S,70.0 W,S,,,,,484459,4407964,39.821529,-105.1816,1/11/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700872
0700873,FARMERS HIGHLINE LEYDEN,,Active structure but diversion records are not maintained (U),DITCH,LEYDEN CREEK,00181610,3.49,"00CW0262, 00CW0263, 00CW0264, 02CW0266, 03CW0386, 05CW0112, 12CW0303, 14CW3020, 15CW3045, 15CW3161, 82CW0359, 85CW0409, 87CW0334, 88CW0105, 88CW0266, 89CW0099, 92CW0168, 93CW0176, 96CW0148, 97CW0368, CA21886, CA60052, W8083, W8743, W8762",,,FARMERS HIGHLINE DITCH CO,,,,1,7,JEFFERSON,,,NE,NE,NE,36,2.0 S,70.0 W,S,,,,,485766,4410072.3,39.840541,-105.166367,8/4/1998 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700873
0700874,LOWER LOVELAND SNOWMK D,,Active Structure with contemporary diversion records (A),DITCH,CLEAR CREEK,00181805,63.68,"88CW0247, 93CW0138",,,"CLEAR CREEK SKIING CORPORATION (ABRAHAMSON, KENNETH A.)",,11/1/1990,10/31/2013,1,7,CLEAR CREEK,,,,NW,SE,22,4.0 S,76.0 W,S,,,,,424360.2,4393279.4,39.686003,-105.882097,11/15/2011 10:39,https://dnrweb.state.co.us/CDSS/Structures/Details/0700874
0700875,ONEITA DIV STRUCTURE,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,37.29,W0032,,,"MAXWELL, JAMES N.",,,,1,7,CLEAR CREEK,,,NE,NE,NW,6,4.0 S,72.0 W,S,,,,,458130.1,4398639.4,39.73662,-105.488638,1/5/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700875
0700878,REED DITCH,,Active structure but diversion records are not maintained (U),DITCH,RALSTON CREEK,00181545,5,"10/04/1884, W8763",,,NO INFORMATION,,,,1,7,JEFFERSON,,,,SE,SE,33,2.0 S,69.0 W,S,,,,,490410.5,4408784.7,39.829005,-105.112063,9/18/1991 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700878
0700890,RUWART DITCH,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,55.4,W0438,,,"KASSENS, CLYDE P.",,,,1,7,CLEAR CREEK,,,SW,NE,SW,14,4.0 S,75.0 W,S,,,,,435189.4,4394709.9,39.699782,-105.75596,9/20/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700890
0700893,SHARON DITCH & PIPELINE,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,56.37,W8309,,,NO INFORMATION,,,,1,7,CLEAR CREEK,,,SW,SW,NE,22,4.0 S,75.0 W,S,,,,,433959.9,4393506.8,39.688848,-105.77018,6/17/1988 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700893
0700894,SHEPARD STOCK DITCH,,Active structure but diversion records are not maintained (U),DITCH,CLEAR CREEK,00181805,21.98,W9343,,,NO INFORMATION,,,,1,7,JEFFERSON,,,NE,NW,NW,36,3.0 S,71.0 W,S,,,,,475109.4,4400426.8,39.753389,-105.290554,6/17/1988 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700894
0700895,SILVER CREEK DITCH & PL,,Active structure but diversion records are not maintained (U),DITCH,SILVER CREEK,00181375,0,W0215,,,"GRAUBATZ, GEORGE R.",,,,1,7,CLEAR CREEK,,,SW,SE,NW,8,4.0 S,74.0 W,S,,,,,440082.8,4396669.9,39.717798,-105.699065,9/18/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0700895
